feature,outcome,auc_loso,n,approx_p_value,bh_q_value
session_end_num_shares_domain_knowledge,outcome_has_funded_teams,0.3970679012345678,162,0.1901580405851404,0.2641083897015839
session_delta_num_shares_domain_knowledge,outcome_has_funded_teams,0.5154320987654321,162,0.8442825779889434,0.9625371410297399
session_mean_num_synthesizes_contributions,outcome_has_funded_teams,0.5966049382716049,162,0.21885437637312033,0.29574915726097345
session_beginning_num_synthesizes_contributions,outcome_has_funded_teams,0.2905864197530864,162,0.007689685992597006,0.01281614332099501
session_middle_num_synthesizes_contributions,outcome_has_funded_teams,0.5151234567901235,162,0.8473582598388243,0.9597909092025518
session_end_num_synthesizes_contributions,outcome_has_funded_teams,0.44027777777777777,162,0.44717103070092046,0.553038377191951
session_delta_num_synthesizes_contributions,outcome_has_funded_teams,0.4041666666666667,162,0.2225561732198087,0.2995948485651271
session_mean_num_societal_significance,outcome_has_funded_teams,0.07962962962962963,162,8.774000437306029e-08,2.8434260676454723e-07
session_beginning_num_societal_significance,outcome_has_funded_teams,0.013734567901234567,162,6.04900796119523e-10,5.722034557887379e-09
session_middle_num_societal_significance,outcome_has_funded_teams,0.025617283950617284,162,1.561267337635286e-09,9.58672926618158e-09
session_end_num_societal_significance,outcome_has_funded_teams,0.04429012345679008,162,6.622015602530951e-09,2.897131826107291e-08
session_delta_num_societal_significance,outcome_has_funded_teams,0.057561728395061684,162,1.7883572622778843e-08,6.878297162607247e-08
session_mean_num_shares_personal_experience,outcome_has_funded_teams,0.5007716049382717,162,0.9921641595239805,1.0
session_beginning_num_shares_personal_experience,outcome_has_funded_teams,0.34891975308641976,162,0.05448788599186516,0.08255740301797752
session_middle_num_shares_personal_experience,outcome_has_funded_teams,0.5109567901234567,162,0.8890888979575762,0.9878765532861957
session_end_num_shares_personal_experience,outcome_has_funded_teams,0.11805555555555552,162,1.1658253489255088e-06,3.0679614445408128e-06
session_delta_num_shares_personal_experience,outcome_has_funded_teams,0.4046296296296296,162,0.22479865333655868,0.3003035445335708
session_mean_num_explicit_role_assignment,outcome_has_funded_teams,0.2910493827160494,162,0.007825506402149962,0.0129806978234715
session_beginning_num_explicit_role_assignment,outcome_has_funded_teams,0.17469135802469138,162,3.465450146822313e-05,7.58067219617381e-05
session_middle_num_explicit_role_assignment,outcome_has_funded_teams,0.09506172839506173,162,2.5495697686395147e-07,7.626918111314787e-07
session_end_num_explicit_role_assignment,outcome_has_funded_teams,0.06203703703703703,162,2.484437056082811e-08,9.350031931494451e-08
session_delta_num_explicit_role_assignment,outcome_has_funded_teams,0.1964506172839506,162,0.00011174968577387645,0.00022608317931131075
session_mean_num_uses_humor,outcome_has_funded_teams,0.31820987654320987,162,0.020678117901107962,0.033047220389898574
session_beginning_num_uses_humor,outcome_has_funded_teams,0.32885802469135805,162,0.02938506901979654,0.04591417034343209
session_middle_num_uses_humor,outcome_has_funded_teams,0.4131172839506173,162,0.2687973202270073,0.35235603775075863
session_end_num_uses_humor,outcome_has_funded_teams,0.3625,162,0.08010290866010705,0.1182954347301159
session_delta_num_uses_humor,outcome_has_funded_teams,0.011419753086419753,162,5.01574115574499e-10,5.485966889096083e-09
session_mean_num_scope_calibration,outcome_has_funded_teams,0.39151234567901233,162,0.1673335716383586,0.2361562502960706
session_beginning_num_scope_calibration,outcome_has_funded_teams,0.09598765432098766,162,2.7148540149291023e-07,8.052533095128693e-07
session_middle_num_scope_calibration,outcome_has_funded_teams,0.2962962962962963,162,0.009521891184098852,0.01572010336997452
session_end_num_scope_calibration,outcome_has_funded_teams,0.1220679012345679,162,1.5071124745968945e-06,3.9073286378438e-06
session_delta_num_scope_calibration,outcome_has_funded_teams,0.10092592592592596,162,3.786612214895513e-07,1.0774912806613248e-06
session_mean_num_raises_concern,outcome_has_funded_teams,0.5091049382716049,162,0.9077421426035335,0.9928429684726148
session_beginning_num_raises_concern,outcome_has_funded_teams,0.1291666666666667,162,2.3591681210799464e-06,5.983397408536096e-06
session_middle_num_raises_concern,outcome_has_funded_teams,0.49320987654320986,162,0.9311292401722873,1.0
session_end_num_raises_concern,outcome_has_funded_teams,0.1958333333333333,162,0.00010820777548836702,0.00022019024081935148
session_delta_num_raises_concern,outcome_has_funded_teams,0.25540123456790126,162,0.0018504922109501276,0.0031905038119829786
session_mean_num_critiques_or_challenges,outcome_has_funded_teams,0.5251543209876544,162,0.7488453481671196,0.8765748222692034
session_beginning_num_critiques_or_challenges,outcome_has_funded_teams,0.09814814814814812,162,3.1417498047581205e-07,9.240440602229766e-07
session_middle_num_critiques_or_challenges,outcome_has_funded_teams,0.5101851851851852,162,0.8968542272490376,0.9840093402418907
session_end_num_critiques_or_challenges,outcome_has_funded_teams,0.20308641975308636,162,0.00015740069245073762,0.0003094957435829111
session_delta_num_critiques_or_challenges,outcome_has_funded_teams,0.1733024691358025,162,3.207922136216901e-05,7.197261203050739e-05
session_mean_num_redirects_idea,outcome_has_funded_teams,0.2723765432098766,162,0.0037654131009807745,0.006336031660304188
session_beginning_num_redirects_idea,outcome_has_funded_teams,0.09999999999999998,162,3.5586299307333036e-07,1.0209184227513576e-06
session_middle_num_redirects_idea,outcome_has_funded_teams,0.4256172839506173,162,0.3437726011935811,0.4407341040943348
session_end_num_redirects_idea,outcome_has_funded_teams,0.0648148148148148,162,3.0419822660832097e-08,1.1090560345095035e-07
session_delta_num_redirects_idea,outcome_has_funded_teams,0.11280864197530865,162,8.301551890355086e-07,2.2179718791025036e-06
session_mean_num_None,outcome_has_funded_teams,0.4935185185185185,162,0.9342524651132826,1.0
session_beginning_num_None,outcome_has_funded_teams,0.0375,162,3.9406882201831195e-09,1.9425927845973125e-08
session_middle_num_None,outcome_has_funded_teams,0.5063271604938271,162,0.9358144601961065,1.0
session_end_num_None,outcome_has_funded_teams,0.20339506172839505,162,0.00015990208250782345,0.00031265770322758775
session_delta_num_None,outcome_has_funded_teams,0.24274691358024697,162,0.001059251281045448,0.0018915201447240143
session_mean_num_asks_clarifying_question,outcome_has_funded_teams,0.5242283950617284,162,0.7577953867419902,0.8811574264441747
session_beginning_num_asks_clarifying_question,outcome_has_funded_teams,0.4341049382716049,162,0.4016336314375937,0.5093180108810065
session_middle_num_asks_clarifying_question,outcome_has_funded_teams,0.3896604938271605,162,0.1602019628693121,0.22792962196853347
session_end_num_asks_clarifying_question,outcome_has_funded_teams,0.3938271604938271,162,0.17658026024540918,0.24721236434357285
session_delta_num_asks_clarifying_question,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,2.2938539956385284e-08
session_mean_num_shares_data_or_findings,outcome_has_funded_teams,0.4856481481481482,162,0.8550575432791503,0.9622834088350566
session_beginning_num_shares_data_or_findings,outcome_has_funded_teams,0.0412037037037037,162,5.235033295747371e-09,2.3795605889760776e-08
session_middle_num_shares_data_or_findings,outcome_has_funded_teams,0.49336419753086425,162,0.9326907231109289,1.0
session_end_num_shares_data_or_findings,outcome_has_funded_teams,0.0549382716049383,162,1.4727254527002742e-08,5.7272656493899554e-08
session_delta_num_shares_data_or_findings,outcome_has_funded_teams,0.09382716049382718,162,2.3442461571931972e-07,7.073156508772577e-07
session_mean_num_asks_factual_question,outcome_has_funded_teams,0.48796296296296293,162,0.8782354561737853,0.9789248715312894
session_beginning_num_asks_factual_question,outcome_has_funded_teams,0.2462962962962963,162,0.0012417135955609115,0.002183918384152357
session_middle_num_asks_factual_question,outcome_has_funded_teams,0.44753086419753085,162,0.504246537784881,0.6149348021766843
session_end_num_asks_factual_question,outcome_has_funded_teams,0.26929012345679015,162,0.003319844921190196,0.005613264359500331
session_delta_num_asks_factual_question,outcome_has_funded_teams,0.35493827160493824,162,0.06484366973953737,0.09698839490956443
session_mean_num_redirects_speaker,outcome_has_funded_teams,0.31234567901234567,162,0.01691963014184572,0.02754358395184187
session_beginning_num_redirects_speaker,outcome_has_funded_teams,0.15740740740740738,162,1.297704350999851e-05,3.0897722642853596e-05
session_middle_num_redirects_speaker,outcome_has_funded_teams,0.1757716049382716,162,3.6792000782437384e-05,7.998261039660301e-05
session_end_num_redirects_speaker,outcome_has_funded_teams,0.08148148148148149,162,9.99190270523087e-08,3.1505999520998243e-07
session_delta_num_redirects_speaker,outcome_has_funded_teams,0.2182098765432099,162,0.0003350141196585277,0.0006338104966512686
session_mean_num_vague_future_reference,outcome_has_funded_teams,0.2365740740740741,162,0.0007997980705107821,0.0014733122351514407
session_beginning_num_vague_future_reference,outcome_has_funded_teams,0.06944444444444445,162,4.2513944142896776e-08,1.4588118088248892e-07
session_middle_num_vague_future_reference,outcome_has_funded_teams,0.17330246913580244,162,3.207922136216901e-05,7.15141877500583e-05
session_end_num_vague_future_reference,outcome_has_funded_teams,0.08055555555555555,162,9.363801511952374e-08,3.0067252561314963e-07
session_delta_num_vague_future_reference,outcome_has_funded_teams,0.09814814814814815,162,3.1417498047581205e-07,9.163436930544518e-07
session_mean_num_setback_response_defends,outcome_has_funded_teams,0.21157407407407405,162,0.00024154406568643871,0.0004645078186277668
session_beginning_num_setback_response_defends,outcome_has_funded_teams,0.022222222222222254,162,1.1934717658590444e-09,8.190492510797363e-09
session_middle_num_setback_response_defends,outcome_has_funded_teams,0.18811728395061722,162,7.198767718041843e-05,0.0001527011334130088
session_end_num_setback_response_defends,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,1.7203904967288963e-08
session_delta_num_setback_response_defends,outcome_has_funded_teams,0.048765432098765465,162,9.286085900228613e-09,4.012506253185203e-08
session_mean_num_combines_ideas,outcome_has_funded_teams,0.32716049382716056,162,0.027814859084876797,0.04365560842917882
session_beginning_num_combines_ideas,outcome_has_funded_teams,0.06388888888888888,162,2.843844093547432e-08,1.0588781199378735e-07
session_middle_num_combines_ideas,outcome_has_funded_teams,0.25493827160493826,162,0.0018138801895435375,0.003142861714555634
session_end_num_combines_ideas,outcome_has_funded_teams,0.06805555555555556,162,3.84656357876878e-08,1.3329675768010626e-07
session_delta_num_combines_ideas,outcome_has_funded_teams,0.11836419753086422,162,1.1891870743685473e-06,3.1060856420073997e-06
session_mean_num_translates_terminology,outcome_has_funded_teams,0.16527777777777775,162,2.041359269577825e-05,4.763171629014925e-05
session_beginning_num_translates_terminology,outcome_has_funded_teams,0.05478395061728397,162,1.4559497385491227e-08,5.790709187411283e-08
session_middle_num_translates_terminology,outcome_has_funded_teams,0.20154320987654323,162,0.00014543663033972365,0.0002875865571689451
session_end_num_translates_terminology,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,1.376312397383117e-08
session_delta_num_translates_terminology,outcome_has_funded_teams,0.07006172839506168,162,4.4443058122567436e-08,1.510201004164913e-07
session_mean_num_attributes_to_other,outcome_has_funded_teams,0.4228395061728395,162,0.3260541560588086,0.41955498022273163
session_beginning_num_attributes_to_other,outcome_has_funded_teams,0.04012345679012346,162,4.8199255697767285e-09,2.24929859922914e-08
session_middle_num_attributes_to_other,outcome_has_funded_teams,0.3766975308641975,162,0.11655843937952759,0.16857625530096965
session_end_num_attributes_to_other,outcome_has_funded_teams,0.09182098765432099,162,2.0442220960426027e-07,6.221545509694878e-07
session_delta_num_attributes_to_other,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,1.1469269978192642e-08
session_mean_num_connects_methods,outcome_has_funded_teams,0.395679012345679,162,0.18424768961649995,0.25691908910667327
session_beginning_num_connects_methods,outcome_has_funded_teams,0.021296296296296327,162,1.1088094886702038e-09,8.085069188220237e-09
session_middle_num_connects_methods,outcome_has_funded_teams,0.4101851851851853,162,0.25297384238058296,0.33286031892181966
session_end_num_connects_methods,outcome_has_funded_teams,0.07237654320987649,162,5.246188794494344e-08,1.7655443058394428e-07
session_delta_num_connects_methods,outcome_has_funded_teams,0.07438271604938271,162,6.053161571983878e-08,2.017720523994626e-07
session_mean_num_asks_for_opinion,outcome_has_funded_teams,0.3983024691358024,162,0.19552789596741826,0.26628312680387706
session_beginning_num_asks_for_opinion,outcome_has_funded_teams,0.2368827160493827,162,0.000811224492200946,0.0014787946472413077
session_middle_num_asks_for_opinion,outcome_has_funded_teams,0.4847222222222222,162,0.8458201252290829,0.961159233214867
session_end_num_asks_for_opinion,outcome_has_funded_teams,0.15339506172839507,162,1.026282022742464e-05,2.494435471943489e-05
session_delta_num_asks_for_opinion,outcome_has_funded_teams,0.3135802469135802,162,0.017656874967869163,0.02847883059333736
session_mean_num_setback_response_accepts_builds,outcome_has_funded_teams,0.007253086419753061,162,3.572548923358454e-10,8.335947487836393e-09
session_beginning_num_setback_response_accepts_builds,outcome_has_funded_teams,0.0648148148148148,162,3.0419822660832097e-08,1.0976224671434262e-07
session_middle_num_setback_response_accepts_builds,outcome_has_funded_teams,0.2520061728395062,162,0.0015970439882238008,0.0027948269793916514
session_end_num_setback_response_accepts_builds,outcome_has_funded_teams,0.0648148148148148,162,3.0419822660832097e-08,1.0864222378868606e-07
session_delta_num_setback_response_accepts_builds,outcome_has_funded_teams,0.08796296296296297,162,1.5681272480527753e-07,4.900397650164923e-07
session_mean_num_asks_for_elaboration,outcome_has_funded_teams,0.5027777777777778,162,0.9717963966956722,1.0
session_beginning_num_asks_for_elaboration,outcome_has_funded_teams,0.11774691358024691,162,1.1429055339906569e-06,3.0304313401267415e-06
session_middle_num_asks_for_elaboration,outcome_has_funded_teams,0.5106481481481482,162,0.8921937954273231,0.9850720138787479
session_end_num_asks_for_elaboration,outcome_has_funded_teams,0.08858024691358024,162,1.6363380139772232e-07,5.068303583115294e-07
session_delta_num_asks_for_elaboration,outcome_has_funded_teams,0.17762345679012345,162,4.075037584705399e-05,8.804093547203022e-05
session_mean_num_expresses_appreciation,outcome_has_funded_teams,0.538888888888889,162,0.6206179464376889,0.7413524957446795
session_beginning_num_expresses_appreciation,outcome_has_funded_teams,0.2660493827160494,162,0.0029041514743028962,0.004934237941776765
session_middle_num_expresses_appreciation,outcome_has_funded_teams,0.4148148148148148,162,0.2782626569190758,0.3620517840954518
session_end_num_expresses_appreciation,outcome_has_funded_teams,0.4512345679012346,162,0.5348084675813223,0.6499408460189681
session_delta_num_expresses_appreciation,outcome_has_funded_teams,0.478395061728395,162,0.7833270169114552,0.904833187851516
session_mean_num_records_or_documents,outcome_has_funded_teams,0.4708333333333333,162,0.7104654407412916,0.8429250991845832
session_beginning_num_records_or_documents,outcome_has_funded_teams,0.23981481481481484,162,0.0009275852301835474,0.001673478508063101
session_middle_num_records_or_documents,outcome_has_funded_teams,0.16836419753086418,162,2.4318355234642652e-05,5.563022439297339e-05
session_end_num_records_or_documents,outcome_has_funded_teams,0.1574074074074074,162,1.297704350999851e-05,3.06889542466181e-05
session_delta_num_records_or_documents,outcome_has_funded_teams,0.3123456790123457,162,0.016919630141845943,0.027416067359472593
session_mean_num_summarizes_for_group,outcome_has_funded_teams,0.43657407407407406,162,0.4195050446851223,0.5262608087447771
session_beginning_num_summarizes_for_group,outcome_has_funded_teams,0.013425925925925924,162,5.900093746902257e-10,5.900093746902257e-09
session_middle_num_summarizes_for_group,outcome_has_funded_teams,0.3641975308641975,162,0.08390162275588775,0.12286848520736698
session_end_num_summarizes_for_group,outcome_has_funded_teams,0.19135802469135804,162,8.55232029499664e-05,0.00017711905936383576
session_delta_num_summarizes_for_group,outcome_has_funded_teams,0.21666666666666667,162,0.00031066034263926845,0.000590929999585565
session_mean_num_manages_tension,outcome_has_funded_teams,0.31975308641975314,162,0.02178081228512685,0.034494499094092294
session_beginning_num_manages_tension,outcome_has_funded_teams,0.09074074074074073,162,1.8984069805050297e-07,5.82844248400667e-07
session_middle_num_manages_tension,outcome_has_funded_teams,0.18950617283950616,162,7.751978014680638e-05,0.00016344531958663997
session_end_num_manages_tension,outcome_has_funded_teams,0.17021604938271606,162,2.6992004646730905e-05,6.13454651062066e-05
session_delta_num_manages_tension,outcome_has_funded_teams,0.20725308641975304,162,0.00019449620285905134,0.0003760976298379446
session_mean_num_specific_future_plan,outcome_has_funded_teams,0.2162037037037037,162,0.0003036838805030584,0.0005808161648965598
session_beginning_num_specific_future_plan,outcome_has_funded_teams,0.043827160493827115,162,6.393243268121296e-09,2.8324495491676628e-08
session_middle_num_specific_future_plan,outcome_has_funded_teams,0.024691358024691357,162,1.4512360202445507e-09,9.23513831064714e-09
session_end_num_specific_future_plan,outcome_has_funded_teams,0.10787037037037035,162,6.006893964460858e-07,1.6297774322180622e-06
session_delta_num_specific_future_plan,outcome_has_funded_teams,0.1467592592592592,162,6.923702588812475e-06,1.7065464127354693e-05
session_mean_num_identifies_common_ground,outcome_has_funded_teams,0.4600308641975308,162,0.6109456655666952,0.7322978868093949
session_beginning_num_identifies_common_ground,outcome_has_funded_teams,0.12746913580246916,162,2.1209578529024498e-06,5.458347415557775e-06
session_middle_num_identifies_common_ground,outcome_has_funded_teams,0.3929012345679012,162,0.17283689912399325,0.24294343250360498
session_end_num_identifies_common_ground,outcome_has_funded_teams,0.10555555555555561,162,5.154838247367621e-07,1.4206247138414705e-06
session_delta_num_identifies_common_ground,outcome_has_funded_teams,0.19120370370370365,162,8.48275218998662e-05,0.00017672400395805457
session_mean_num_funding_priority_alignment,outcome_has_funded_teams,0.41898148148148145,162,0.30244826471650343,0.3906158400397646
session_beginning_num_funding_priority_alignment,outcome_has_funded_teams,0.009876543209876508,162,4.4248404940105956e-10,9.109965722962991e-09
session_middle_num_funding_priority_alignment,outcome_has_funded_teams,0.33888888888888885,162,0.04030497436254077,0.06214423359863114
session_end_num_funding_priority_alignment,outcome_has_funded_teams,0.15617283950617283,162,1.2076327637888795e-05,2.9149756367317782e-05
session_delta_num_funding_priority_alignment,outcome_has_funded_teams,0.17870370370370373,162,4.324266806077226e-05,9.285235473171958e-05
session_mean_num_resolves_contradiction,outcome_has_funded_teams,0.2367283950617284,162,0.0008054924798523988,0.0014760333400436628
session_beginning_num_resolves_contradiction,outcome_has_funded_teams,0.021913580246913613,162,1.1645737707510762e-09,8.152016395257533e-09
session_middle_num_resolves_contradiction,outcome_has_funded_teams,0.20046296296296293,162,0.00013757710332162887,0.0002735908304691483
session_end_num_resolves_contradiction,outcome_has_funded_teams,0.01080246913580243,162,4.770674966181332e-10,9.276312434241479e-09
session_delta_num_resolves_contradiction,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,9.830802838450836e-09
session_mean_num_shares_method_or_approach,outcome_has_funded_teams,0.47993827160493835,162,0.7984573297284603,0.9192765309373719
session_beginning_num_shares_method_or_approach,outcome_has_funded_teams,0.18750000000000006,162,6.965075439269164e-05,0.0001486449026673297
session_middle_num_shares_method_or_approach,outcome_has_funded_teams,0.48179012345679023,162,0.8167136381234625,0.9372123716170881
session_end_num_shares_method_or_approach,outcome_has_funded_teams,0.2216049382716049,162,0.0003950170922846219,0.000739336803741271
session_delta_num_shares_method_or_approach,outcome_has_funded_teams,0.19351851851851856,162,9.584665921757995e-05,0.00019617737266756132
session_mean_num_proposes_next_step,outcome_has_funded_teams,0.35756172839506173,162,0.06984057932262111,0.10357713035134487
session_beginning_num_proposes_next_step,outcome_has_funded_teams,0.16790123456790118,162,2.369042687022649e-05,5.455032503012678e-05
session_middle_num_proposes_next_step,outcome_has_funded_teams,0.34398148148148144,162,0.047056475107934315,0.0719203768025197
session_end_num_proposes_next_step,outcome_has_funded_teams,0.22067901234567908,162,0.0003777265003743757,0.0007107756727474812
session_delta_num_proposes_next_step,outcome_has_funded_teams,0.25216049382716055,162,0.0016078334129341343,0.002799709923019637
session_mean_num_encourages_participation,outcome_has_funded_teams,0.38163580246913575,162,0.13193109972514128,0.19002421771110883
session_beginning_num_encourages_participation,outcome_has_funded_teams,0.2067901234567901,162,0.00019000136765368048,0.0003694471037710454
session_middle_num_encourages_participation,outcome_has_funded_teams,0.3302469135802469,162,0.030725938030366384,0.04779590360279215
session_end_num_encourages_participation,outcome_has_funded_teams,0.1026234567901235,162,4.241705449103961e-07,1.1972555703116018e-06
session_delta_num_encourages_participation,outcome_has_funded_teams,0.23750000000000004,162,0.0008345331107015852,0.0015134020142256726
session_mean_num_compares_options,outcome_has_funded_teams,0.3975308641975309,162,0.1921588641105889,0.2658324207063483
session_beginning_num_compares_options,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,8.601952483644482e-09
session_middle_num_compares_options,outcome_has_funded_teams,0.36929012345679013,162,0.09617937012596567,0.13967958317048956
session_end_num_compares_options,outcome_has_funded_teams,0.06651234567901233,162,3.440574558588594e-08,1.2163647429353613e-07
session_delta_num_compares_options,outcome_has_funded_teams,0.057716049382716,162,1.8088407882643764e-08,6.881459520570997e-08
session_mean_num_setback_response_explores,outcome_has_funded_teams,0.28904320987654325,162,0.007252078284223584,0.01214462870563758
session_beginning_num_setback_response_explores,outcome_has_funded_teams,0.022222222222222254,162,1.1934717658590444e-09,8.032983039435875e-09
session_middle_num_setback_response_explores,outcome_has_funded_teams,0.054629629629629625,162,1.4393596980966095e-08,5.7905275210783136e-08
session_end_num_setback_response_explores,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,7.646179985461762e-09
session_delta_num_setback_response_explores,outcome_has_funded_teams,0.03564814814814818,162,3.416217086993356e-09,1.7328637397792387e-08
session_mean_num_reframes_cross_disciplinarily,outcome_has_funded_teams,0.48580246913580244,162,0.8565990819233984,0.9609284572858636
session_beginning_num_reframes_cross_disciplinarily,outcome_has_funded_teams,0.07870370370370369,162,8.220240910183918e-08,2.6888638491255807e-07
session_middle_num_reframes_cross_disciplinarily,outcome_has_funded_teams,0.3978395061728395,162,0.19350131894620315,0.2655900456124357
session_end_num_reframes_cross_disciplinarily,outcome_has_funded_teams,0.0808641975308642,162,9.568797643133564e-08,3.044617431906134e-07
session_delta_num_reframes_cross_disciplinarily,outcome_has_funded_teams,0.12762345679012346,162,2.141620707885039e-06,5.471293779268348e-06
session_mean_num_setback_response_redirects,outcome_has_funded_teams,0.06435185185185184,162,2.9412948521212456e-08,1.0836349455183537e-07
session_beginning_num_setback_response_redirects,outcome_has_funded_teams,0.5,162,1.0,1.0
session_middle_num_setback_response_redirects,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,6.881561986915585e-09
session_end_num_setback_response_redirects,outcome_has_funded_teams,0.5,162,1.0,1.0
session_delta_num_setback_response_redirects,outcome_has_funded_teams,0.5,162,1.0,1.0
session_mean_num_implicit_role_suggestion,outcome_has_funded_teams,0.19814814814814813,162,0.00012206227441424744,0.0002455275634769345
session_beginning_num_implicit_role_suggestion,outcome_has_funded_teams,0.027777777777777776,162,1.8505741383734176e-09,1.044678949081768e-08
session_middle_num_implicit_role_suggestion,outcome_has_funded_teams,0.1743827160493827,162,3.4065789483950226e-05,7.498758691435584e-05
session_end_num_implicit_role_suggestion,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,8.560491204789855e-09
session_delta_num_implicit_role_suggestion,outcome_has_funded_teams,0.03858024691358021,162,4.281989429699706e-09,2.0530086306779415e-08
session_mean_num_expresses_enthusiasm,outcome_has_funded_teams,0.4095679012345679,162,0.2497270087841552,0.3298281248092616
session_beginning_num_expresses_enthusiasm,outcome_has_funded_teams,0.1506172839506173,162,8.711188997923003e-06,2.13210919529584e-05
session_middle_num_expresses_enthusiasm,outcome_has_funded_teams,0.4141975308641975,162,0.2747948014373409,0.35887380784727363
session_end_num_expresses_enthusiasm,outcome_has_funded_teams,0.19058641975308643,162,8.209791313018577e-05,0.00017206149458422169
session_delta_num_expresses_enthusiasm,outcome_has_funded_teams,0.1929012345679013,162,9.278291422587515e-05,0.0001910236469356253
session_mean_num_challenges_attribution,outcome_has_funded_teams,0.05432098765432098,162,1.4067287112951021e-08,5.792412340626891e-08
session_beginning_num_challenges_attribution,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,5.49664587350225e-09
session_middle_num_challenges_attribution,outcome_has_funded_teams,0.013580246913580245,162,5.974096772831672e-10,5.808149640253014e-09
session_end_num_challenges_attribution,outcome_has_funded_teams,0.5,162,1.0,1.0
session_delta_num_challenges_attribution,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,5.359229726664694e-09
session_mean_num_calls_for_decision,outcome_has_funded_teams,0.19938271604938274,162,0.00013011894676662195,0.0002602378935332439
session_beginning_num_calls_for_decision,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,6.255965442650532e-09
session_middle_num_calls_for_decision,outcome_has_funded_teams,0.009104938271604905,162,4.1554448770853014e-10,9.090035668624097e-09
session_end_num_calls_for_decision,outcome_has_funded_teams,0.05246913580246916,162,1.2255172432418249e-08,5.23086628212974e-08
session_delta_num_calls_for_decision,outcome_has_funded_teams,0.07808641975308644,162,7.870033980061919e-08,2.5985961254921433e-07
session_mean_num_novelty_recognized_other,outcome_has_funded_teams,0.06790123456790123,162,3.803960946235918e-08,1.3313863311825713e-07
session_beginning_num_novelty_recognized_other,outcome_has_funded_teams,0.5,162,1.0,1.0
session_middle_num_novelty_recognized_other,outcome_has_funded_teams,0.054783950617283944,162,1.4559497385491227e-08,5.725645039238123e-08
session_end_num_novelty_recognized_other,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,5.22851680650214e-09
session_delta_num_novelty_recognized_other,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,5.104028311109232e-09
session_mean_num_method_complementarity,outcome_has_funded_teams,0.1037037037037037,162,4.558316641922744e-07,1.2763286597383682e-06
session_beginning_num_method_complementarity,outcome_has_funded_teams,0.041666666666666664,162,5.423400839532633e-09,2.433577299790284e-08
session_middle_num_method_complementarity,outcome_has_funded_teams,0.0527777777777778,162,1.2540578131492452e-08,5.288195597617299e-08
session_end_num_method_complementarity,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,4.985329978292738e-09
session_delta_num_method_complementarity,outcome_has_funded_teams,0.027777777777777776,162,1.8505741383734176e-09,1.0280967435407875e-08
session_mean_num_field_significance,outcome_has_funded_teams,0.1705246913580247,162,2.7463940752481264e-05,6.201535008624802e-05
session_beginning_num_field_significance,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,4.8720270242406305e-09
session_middle_num_field_significance,outcome_has_funded_teams,0.17407407407407408,162,3.348658462520859e-05,7.417914315710764e-05
session_end_num_field_significance,outcome_has_funded_teams,0.022222222222222254,162,1.1934717658590444e-09,7.88141732171067e-09
session_delta_num_field_significance,outcome_has_funded_teams,0.0358024691358025,162,3.4571907558955672e-09,1.7285953779477836e-08
session_mean_num_devil_advocate,outcome_has_funded_teams,0.12916666666666665,162,2.3591681210799464e-06,5.940351384014254e-06
session_beginning_num_devil_advocate,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,8.152848766466528e-09
session_middle_num_devil_advocate,outcome_has_funded_teams,0.10694444444444448,162,5.650927799027983e-07,1.545175570046714e-06
session_end_num_devil_advocate,outcome_has_funded_teams,0.033333333333333326,162,2.8554942854697174e-09,1.4916761192752254e-08
session_delta_num_devil_advocate,outcome_has_funded_teams,0.022222222222222254,162,1.1934717658590444e-09,7.735465149086399e-09
session_mean_num_gatekeeps,outcome_has_funded_teams,0.02160493827160497,162,1.1363581187140426e-09,8.116843705100304e-09
session_beginning_num_gatekeeps,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,7.782264731627141e-09
session_middle_num_gatekeeps,outcome_has_funded_teams,0.033333333333333326,162,2.8554942854697174e-09,1.4697397057564721e-08
session_end_num_gatekeeps,outcome_has_funded_teams,0.027777777777777776,162,1.8505741383734176e-09,1.0120327319229627e-08
session_delta_num_gatekeeps,outcome_has_funded_teams,0.03858024691358021,162,4.281989429699706e-09,2.0252652708039153e-08
session_mean_num_claims_own_idea,outcome_has_funded_teams,0.05324074074074077,162,1.2980831964881645e-08,5.408679985367352e-08
session_beginning_num_claims_own_idea,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,4.763759757035284e-09
