normalized_name,record_type,conferences,raw_names,source_files,occurrence_count,unique_file_count
patricia barron,output,2021NES,Patricia Barron,outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk8.json,25,19
phill milner,truth,2021NES,Phill Milner,analysis_v1/data/2021NES/2021NES_outcome.json,2,1
phillip milner,output,2021NES,Phillip Milner,outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk8.json,56,18
praveen bollini,output,2021NES,Praveen Bollini | Praveen Bollini (University of Houston),outputs/2021NES/output_2021_11_04_NES_S3/B3_2021_11_04_12_32_36_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S3/B3_2021_11_04_12_32_36_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S3/B3_2021_11_04_12_32_36_chunk4.json | outputs/2021NES/output_2021_11_04_NES_S3/B3_2021_11_04_12_32_36_chunk5.json | outputs/2021NES/output_2021_11_04_NES_S3/B3_2021_11_04_12_32_36_chunk6.json | outputs/2021NES/output_2021_11_04_NES_S3/B3_2021_11_04_12_32_36_chunk7.json | outputs/2021NES/output_2021_11_04_NES_S3/B3_2021_11_04_12_32_36_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk8.json,76,26
rob coridan,output,2021NES,Rob Coridan,outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk1.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk4.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk5.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk6.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk7.json,32,7
robert coridan,output,2021NES,Robert Coridan,outputs/2021NES/output_2021_11_05_NES_S9/B3_2021_11_05_13_06_59_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S9/B3_2021_11_05_13_06_59_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S9/B3_2021_11_05_13_06_59_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S9/B3_2021_11_05_13_06_59_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S9/B3_2021_11_05_13_06_59_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S9/B3_2021_11_05_13_06_59_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S9/B3_2021_11_05_13_06_59_chunk8.json,19,7
roger aimes,output,2021NES,Roger Aimes,outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk8.json,3,1
roger aines llnl,output,2021NES,Roger Aines LLNL,outputs/2021NES/output_2021_11_05_NES_S12/B6_2021_11_05_13_06_36_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S12/B6_2021_11_05_13_06_36_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S12/B6_2021_11_05_13_06_36_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S12/B6_2021_11_05_13_06_36_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S12/B6_2021_11_05_13_06_36_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S12/B6_2021_11_05_13_06_36_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S12/B6_2021_11_05_13_06_36_chunk8.json,60,7
t leo liu,truth,2021NES,T. Leo Liu,analysis_v1/data/2021NES/2021NES_outcome.json,1,1
will bowman,output,2021NES,Will Bowman | Will Bowman (UC Irvine),outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk1.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk8.json,53,19
william j bowman,truth,2021NES,William J. Bowman,analysis_v1/data/2021NES/2021NES_outcome.json,1,1
wilson a smith,truth,2021NES,Wilson A Smith,analysis_v1/data/2021NES/2021NES_outcome.json,1,1
wilson smith,output,2021NES,Wilson Smith,outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk1.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk8.json,106,40
yajuan lin,output,2021NES,Yajuan Lin (UH-C),outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk8.json,16,7
aaron e engelhart,truth,2021SLU,Aaron E. Engelhart,analysis_v1/data/2021SLU/2021SLU_outcome.json,2,1
aaron engelhart,output,2021SLU,Aaron Engelhart,outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p1_Zoom_Meeting_Room_2_2021_06_10_12_35_37.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk8.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p1_Room_3_Zoom_Meeting_2021_06_11_10_58_57.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk8.json,145,33
anat shahar,output,2021SLU,Anat Shahar,outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_2021_06_10_12_06_54.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p1_Room_3_Zoom_Meeting_2021_06_11_13_02_46.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk8.json,139,26
andro c rios,truth,2021SLU,Andro C. Rios,analysis_v1/data/2021SLU/2021SLU_outcome.json,1,1
andro rios,output,2021SLU,Andro Rios,outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p1_Zoom_Meeting_Room_2_2021_06_11_10_58_33.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk8.json,111,31
